8.761499999999999844e-01,1.380100000000000077e-02,-4.818399999999999905e-01,-8.156499999999999861e-02,-2.898300000000000016e-05,9.995899999999999785e-01,2.857700000000000171e-02,9.416900000000000617e-03,4.820400000000000240e-01,-2.502400000000000110e-02,8.757899999999999574e-01,2.484500000000000042e-01
8.761499999999999844e-01,1.380100000000000077e-02,-4.818399999999999905e-01,-8.156499999999999861e-02,-2.898300000000000016e-05,9.995899999999999785e-01,2.857700000000000171e-02,9.416900000000000617e-03,4.820400000000000240e-01,-2.502400000000000110e-02,8.757899999999999574e-01,2.484500000000000042e-01
8.761799999999999589e-01,1.234799999999999960e-02,-4.818299999999999805e-01,-8.156099999999999461e-02,1.596500000000000046e-03,9.995899999999999785e-01,2.852000000000000021e-02,9.464300000000000143e-03,4.819800000000000195e-01,-2.575799999999999965e-02,8.758000000000000229e-01,2.484399999999999942e-01
8.761799999999999589e-01,1.234799999999999960e-02,-4.818299999999999805e-01,-8.156099999999999461e-02,1.596500000000000046e-03,9.995899999999999785e-01,2.852000000000000021e-02,9.464300000000000143e-03,4.819800000000000195e-01,-2.575799999999999965e-02,8.758000000000000229e-01,2.484399999999999942e-01
8.763199999999999878e-01,1.234500000000000007e-02,-4.815800000000000081e-01,-8.150300000000000600e-02,1.611599999999999925e-03,9.995899999999999785e-01,2.855699999999999905e-02,9.473300000000000470e-03,4.817299999999999915e-01,-2.580100000000000102e-02,8.759400000000000519e-01,2.484599999999999864e-01
8.762100000000000444e-01,1.379900000000000050e-02,-4.817400000000000015e-01,-8.154100000000000237e-02,6.000000000000000152e-05,9.995899999999999785e-01,2.874099999999999919e-02,9.454799999999999316e-03,4.819399999999999795e-01,-2.521199999999999830e-02,8.758399999999999519e-01,2.484500000000000042e-01
8.762100000000000444e-01,1.379900000000000050e-02,-4.817400000000000015e-01,-8.154100000000000237e-02,6.000000000000000152e-05,9.995899999999999785e-01,2.874099999999999919e-02,9.454799999999999316e-03,4.819399999999999795e-01,-2.521199999999999830e-02,8.758399999999999519e-01,2.484500000000000042e-01
8.762199999999999989e-01,1.234599999999999934e-02,-4.817400000000000015e-01,-8.154200000000000337e-02,1.667599999999999985e-03,9.995899999999999785e-01,2.865099999999999938e-02,9.494600000000000609e-03,4.818999999999999950e-01,-2.590800000000000047e-02,8.758399999999999519e-01,2.484399999999999942e-01
8.762199999999999989e-01,1.234599999999999934e-02,-4.817400000000000015e-01,-8.154200000000000337e-02,1.667599999999999985e-03,9.995899999999999785e-01,2.865099999999999938e-02,9.494600000000000609e-03,4.818999999999999950e-01,-2.590800000000000047e-02,8.758399999999999519e-01,2.484399999999999942e-01
8.762199999999999989e-01,1.234500000000000007e-02,-4.817500000000000115e-01,-8.154200000000000337e-02,1.745100000000000080e-03,9.995800000000000241e-01,2.878899999999999862e-02,9.526500000000000246e-03,4.818999999999999950e-01,-2.606599999999999889e-02,8.758399999999999519e-01,2.484300000000000119e-01
8.762199999999999989e-01,1.234500000000000007e-02,-4.817500000000000115e-01,-8.154200000000000337e-02,1.745100000000000080e-03,9.995800000000000241e-01,2.878899999999999862e-02,9.526500000000000246e-03,4.818999999999999950e-01,-2.606599999999999889e-02,8.758399999999999519e-01,2.484300000000000119e-01
8.762199999999999989e-01,1.234400000000000081e-02,-4.817500000000000115e-01,-8.154200000000000337e-02,1.807100000000000069e-03,9.995800000000000241e-01,2.889900000000000108e-02,9.551999999999999727e-03,4.818999999999999950e-01,-2.619200000000000000e-02,8.758299999999999974e-01,2.484200000000000019e-01
8.762199999999999989e-01,1.234400000000000081e-02,-4.817500000000000115e-01,-8.154200000000000337e-02,1.807100000000000069e-03,9.995800000000000241e-01,2.889900000000000108e-02,9.551999999999999727e-03,4.818999999999999950e-01,-2.619200000000000000e-02,8.758299999999999974e-01,2.484200000000000019e-01
